ticket_id,subject,type,source,status,priority,agent,group,created_at,resolved_at,resolution_hours,sla_breached,csat_score,tags,month,day_of_week
TKT-0165,Report download failing,Incident,Portal,Closed,Medium,Oluwatosin A.,Technical Support,2024-12-28 04:00:00,2024-12-30 19:00:00,63.0,False,5.0,upgrade,2024-12,Saturday
TKT-0166,Two factor authentication issue,Question,Email,Resolved,High,Oluwatosin A.,Billing,2024-01-07 00:33:00,2024-01-07 20:33:00,20.0,False,4.0,mobile,2024-01,Sunday
TKT-0167,Integration not working,Question,Phone,Resolved,High,Emeka C.,Technical Support,2024-04-08 19:33:00,2024-04-09 11:33:00,16.0,False,4.0,login,2024-04,Monday
TKT-0168,Billing charge incorrect,Incident,Portal,Closed,Urgent,Emeka C.,Technical Support,2024-02-17 12:24:00,2024-02-17 13:24:00,1.0,False,2.0,login,2024-02,Saturday
TKT-0169,Account suspended incorrectly,Problem,Phone,Resolved,Urgent,Emeka C.,Technical Support,2024-04-27 06:57:00,2024-04-27 07:57:00,1.0,False,5.0,mobile,2024-04,Saturday
TKT-0170,Feature not available on plan,Feature Request,Portal,Open,Urgent,Chisom B.,Technical Support,2024-10-27 04:48:00,,,False,,api,2024-10,Sunday
TKT-0171,Two factor authentication issue,Feature Request,Email,Open,Medium,Emeka C.,IT Helpdesk,2024-01-28 03:27:00,,,False,,report,2024-01,Sunday
TKT-0172,Two factor authentication issue,Feature Request,Phone,Closed,Urgent,Oluwatosin A.,Technical Support,2024-04-26 11:35:00,2024-04-26 13:35:00,2.0,False,1.0,email,2024-04,Friday
TKT-0173,Email notifications not working,Incident,Chat,Closed,Medium,Emeka C.,Technical Support,2024-03-19 12:45:00,2024-03-20 18:45:00,30.0,False,1.0,bug,2024-03,Tuesday
TKT-0174,Billing charge incorrect,Feature Request,Portal,Closed,Urgent,Oluwatosin A.,Customer Success,2024-02-14 05:27:00,2024-02-14 06:27:00,1.0,False,5.0,upgrade,2024-02,Wednesday
TKT-0175,Email notifications not working,Incident,Phone,Pending,Medium,Oluwatosin A.,Billing,2024-07-17 02:46:00,,,False,,upgrade,2024-07,Wednesday
TKT-0176,Account suspended incorrectly,Question,Portal,Open,Urgent,Oluwatosin A.,Billing,2024-05-21 13:19:00,,,False,,email,2024-05,Tuesday
TKT-0177,App crashing on mobile,Feature Request,Chat,Resolved,Urgent,Kelechi E.,Billing,2024-01-04 12:21:00,2024-01-04 16:21:00,4.0,False,5.0,report,2024-01,Thursday
TKT-0178,Email notifications not working,Incident,Chat,Resolved,High,Oluwatosin A.,Billing,2024-06-09 05:25:00,2024-06-10 03:25:00,22.0,False,4.0,bug,2024-06,Sunday
TKT-0179,Feature not available on plan,Incident,Phone,Pending,Urgent,Emeka C.,Billing,2024-12-15 17:01:00,,,False,,email,2024-12,Sunday
TKT-0180,Slow loading dashboard,Incident,Social Media,Closed,Urgent,Oluwatosin A.,Customer Success,2024-12-03 04:45:00,2024-12-03 05:45:00,1.0,False,5.0,billing,2024-12,Tuesday
TKT-0181,Two factor authentication issue,Feature Request,Portal,Pending,High,Oluwatosin A.,Technical Support,2024-02-25 07:42:00,,,False,,billing,2024-02,Sunday
TKT-0182,Invoice not generated,Question,Chat,Closed,Medium,Oluwatosin A.,IT Helpdesk,2024-05-12 07:32:00,2024-05-14 12:32:00,53.0,False,5.0,billing,2024-05,Sunday
TKT-0183,Two factor authentication issue,Question,Social Media,Open,Low,Fatima D.,Customer Success,2024-05-31 13:58:00,,,False,,report,2024-05,Friday
TKT-0184,Cannot login to account,Feature Request,Email,Resolved,Urgent,Chisom B.,Billing,2024-02-19 14:46:00,2024-02-19 15:46:00,1.0,False,1.0,bug,2024-02,Monday
TKT-0185,Feature not available on plan,Incident,Portal,Closed,Urgent,Oluwatosin A.,Billing,2024-10-09 05:21:00,2024-10-09 07:21:00,2.0,False,2.0,report,2024-10,Wednesday
TKT-0186,Account suspended incorrectly,Problem,Social Media,Pending,Low,Chisom B.,Customer Success,2024-10-30 13:24:00,,,True,,api,2024-10,Wednesday
TKT-0187,Account suspended incorrectly,Problem,Chat,Closed,High,Emeka C.,IT Helpdesk,2024-04-10 14:07:00,2024-04-11 13:07:00,23.0,False,4.0,bug,2024-04,Wednesday
TKT-0188,Billing charge incorrect,Question,Chat,Open,High,Chisom B.,IT Helpdesk,2025-02-20 21:45:00,,,False,,upgrade,2025-02,Thursday
TKT-0189,Data export failing,Question,Portal,Closed,Urgent,Emeka C.,Billing,2024-11-01 04:36:00,2024-11-01 06:36:00,2.0,False,2.0,bug,2024-11,Friday
TKT-0190,Data export failing,Incident,Portal,Resolved,Low,Fatima D.,IT Helpdesk,2024-06-10 14:39:00,2024-06-14 14:39:00,96.0,False,4.0,report,2024-06,Monday
TKT-0191,App crashing on mobile,Incident,Social Media,Pending,Low,Fatima D.,Technical Support,2024-09-07 05:05:00,,,False,,billing,2024-09,Saturday
TKT-0192,Invoice not generated,Question,Chat,Open,High,Oluwatosin A.,IT Helpdesk,2024-05-17 17:52:00,,,True,,email,2024-05,Friday
TKT-0193,App crashing on mobile,Question,Phone,Pending,Low,Chisom B.,Technical Support,2024-06-27 02:28:00,,,False,,api,2024-06,Thursday
TKT-0194,Report download failing,Problem,Phone,Resolved,Medium,Fatima D.,Technical Support,2024-09-29 08:38:00,2024-10-01 20:38:00,60.0,False,5.0,email,2024-09,Sunday
TKT-0195,Integration not working,Question,Social Media,Pending,Medium,Emeka C.,IT Helpdesk,2025-03-19 20:08:00,,,False,,upgrade,2025-03,Wednesday
TKT-0196,Account suspended incorrectly,Problem,Email,Closed,Low,Fatima D.,Customer Success,2024-08-19 02:40:00,2024-08-24 16:40:00,134.0,False,3.0,billing,2024-08,Monday
TKT-0197,Password reset not received,Question,Social Media,Closed,Medium,Fatima D.,Customer Success,2025-02-11 17:25:00,2025-02-13 10:25:00,41.0,False,3.0,login,2025-02,Tuesday
TKT-0198,Slow loading dashboard,Question,Phone,Open,Urgent,Emeka C.,Billing,2024-01-24 03:40:00,,,True,,email,2024-01,Wednesday
TKT-0199,Feature not available on plan,Feature Request,Phone,Open,High,Fatima D.,Technical Support,2024-02-17 20:23:00,,,False,,billing,2024-02,Saturday
TKT-0200,Cannot login to account,Feature Request,Email,Pending,Low,Fatima D.,Billing,2024-01-01 06:30:00,,,True,,report,2024-01,Monday
TKT-0201,Slow loading dashboard,Question,Phone,Open,Low,Oluwatosin A.,Technical Support,2024-02-06 07:24:00,,,True,,bug,2024-02,Tuesday
TKT-0202,Billing charge incorrect,Problem,Phone,Pending,Medium,Oluwatosin A.,IT Helpdesk,2024-08-13 11:46:00,,,True,,api,2024-08,Tuesday
TKT-0203,Two factor authentication issue,Problem,Chat,Pending,Medium,Chisom B.,Billing,2025-05-08 13:20:00,,,False,,upgrade,2025-05,Thursday
TKT-0204,Billing charge incorrect,Problem,Chat,Closed,Medium,Emeka C.,Billing,2024-05-31 20:03:00,2024-06-02 11:03:00,39.0,False,5.0,upgrade,2024-05,Friday
TKT-0205,Cannot login to account,Feature Request,Phone,Pending,High,Oluwatosin A.,Technical Support,2025-03-16 18:26:00,,,True,,upgrade,2025-03,Sunday
TKT-0206,Account suspended incorrectly,Question,Chat,Closed,Urgent,Oluwatosin A.,Customer Success,2024-09-16 09:40:00,2024-09-16 13:40:00,4.0,False,5.0,billing,2024-09,Monday
TKT-0207,Email notifications not working,Incident,Phone,Resolved,Medium,Oluwatosin A.,Billing,2024-09-18 06:51:00,2024-09-20 22:51:00,64.0,False,1.0,billing,2024-09,Wednesday
TKT-0208,Invoice not generated,Problem,Phone,Open,Urgent,Fatima D.,Customer Success,2025-04-18 13:07:00,,,True,,email,2025-04,Friday
TKT-0209,Email notifications not working,Problem,Portal,Open,High,Fatima D.,Customer Success,2024-03-26 11:08:00,,,True,,login,2024-03,Tuesday
TKT-0210,Request for account upgrade,Problem,Email,Pending,High,Oluwatosin A.,Billing,2024-09-12 18:10:00,,,True,,login,2024-09,Thursday
TKT-0211,Request for account upgrade,Feature Request,Phone,Pending,Medium,Fatima D.,Customer Success,2024-08-29 11:24:00,,,False,,email,2024-08,Thursday
TKT-0212,Slow loading dashboard,Problem,Portal,Open,High,Emeka C.,Customer Success,2025-02-26 02:36:00,,,True,,api,2025-02,Wednesday
TKT-0213,Request for account upgrade,Incident,Chat,Resolved,Low,Kelechi E.,IT Helpdesk,2024-02-14 17:29:00,2024-02-19 07:29:00,110.0,False,5.0,mobile,2024-02,Wednesday
TKT-0214,Feature not available on plan,Problem,Chat,Pending,Medium,Oluwatosin A.,IT Helpdesk,2025-01-10 17:48:00,,,False,,email,2025-01,Friday
TKT-0215,Billing charge incorrect,Problem,Phone,Closed,Medium,Kelechi E.,IT Helpdesk,2024-02-23 06:33:00,2024-02-24 15:33:00,33.0,False,3.0,api,2024-02,Friday
TKT-0216,Slow loading dashboard,Question,Phone,Pending,Low,Emeka C.,Customer Success,2024-08-22 23:05:00,,,True,,api,2024-08,Thursday
TKT-0217,App crashing on mobile,Problem,Phone,Resolved,High,Oluwatosin A.,Billing,2025-04-19 12:44:00,2025-04-20 00:44:00,12.0,False,2.0,report,2025-04,Saturday
TKT-0218,API rate limit exceeded,Problem,Email,Resolved,Low,Chisom B.,Customer Success,2024-08-26 10:26:00,2024-08-31 21:26:00,131.0,False,3.0,login,2024-08,Monday
TKT-0219,Email notifications not working,Question,Email,Pending,Low,Fatima D.,IT Helpdesk,2024-04-20 10:09:00,,,False,,mobile,2024-04,Saturday
TKT-0220,API rate limit exceeded,Incident,Chat,Open,Medium,Oluwatosin A.,Customer Success,2024-02-18 14:06:00,,,True,,billing,2024-02,Sunday
TKT-0221,Cannot login to account,Question,Social Media,Pending,Urgent,Fatima D.,IT Helpdesk,2024-01-12 02:12:00,,,False,,report,2024-01,Friday
TKT-0222,Integration not working,Question,Email,Pending,Urgent,Kelechi E.,Billing,2024-01-16 12:43:00,,,False,,email,2024-01,Tuesday
TKT-0223,Request for account upgrade,Question,Social Media,Open,Urgent,Oluwatosin A.,IT Helpdesk,2024-09-12 13:56:00,,,False,,api,2024-09,Thursday
TKT-0224,Password reset not received,Question,Email,Resolved,Urgent,Emeka C.,Technical Support,2024-09-02 17:50:00,2024-09-02 20:50:00,3.0,False,1.0,report,2024-09,Monday
TKT-0225,Data export failing,Problem,Phone,Pending,Medium,Kelechi E.,IT Helpdesk,2024-09-28 11:49:00,,,False,,api,2024-09,Saturday
TKT-0226,Account suspended incorrectly,Question,Social Media,Resolved,Medium,Chisom B.,IT Helpdesk,2025-04-23 05:11:00,2025-04-24 06:11:00,25.0,False,3.0,email,2025-04,Wednesday
TKT-0227,Cannot login to account,Feature Request,Social Media,Open,Low,Chisom B.,Billing,2024-03-30 15:02:00,,,False,,api,2024-03,Saturday
TKT-0228,Two factor authentication issue,Problem,Social Media,Open,High,Emeka C.,Technical Support,2025-01-02 05:58:00,,,True,,api,2025-01,Thursday
TKT-0229,Two factor authentication issue,Incident,Chat,Resolved,Low,Chisom B.,Customer Success,2024-12-26 21:25:00,2024-12-30 17:25:00,92.0,False,4.0,mobile,2024-12,Thursday
TKT-0230,Invoice not generated,Incident,Social Media,Closed,Medium,Oluwatosin A.,Billing,2024-12-06 18:52:00,2024-12-08 02:52:00,32.0,False,1.0,api,2024-12,Friday
TKT-0231,Password reset not received,Feature Request,Phone,Closed,Low,Oluwatosin A.,Customer Success,2025-04-16 19:14:00,2025-04-20 04:14:00,81.0,False,2.0,report,2025-04,Wednesday
TKT-0232,Cannot login to account,Incident,Portal,Open,Medium,Fatima D.,Billing,2024-01-06 08:13:00,,,True,,upgrade,2024-01,Saturday
TKT-0233,App crashing on mobile,Incident,Email,Open,Urgent,Oluwatosin A.,Customer Success,2024-09-09 12:22:00,,,True,,login,2024-09,Monday
TKT-0234,Data export failing,Problem,Chat,Resolved,Low,Kelechi E.,IT Helpdesk,2024-06-12 08:06:00,2024-06-19 05:06:00,165.0,False,1.0,login,2024-06,Wednesday
TKT-0235,Slow loading dashboard,Feature Request,Chat,Pending,Urgent,Emeka C.,Billing,2024-08-08 20:10:00,,,True,,billing,2024-08,Thursday
TKT-0236,Email notifications not working,Incident,Phone,Pending,Urgent,Oluwatosin A.,Technical Support,2024-01-26 12:36:00,,,True,,mobile,2024-01,Friday
TKT-0237,Report download failing,Feature Request,Email,Closed,Low,Kelechi E.,IT Helpdesk,2024-03-28 20:18:00,2024-04-03 08:18:00,132.0,False,4.0,bug,2024-03,Thursday
TKT-0238,Request for account upgrade,Feature Request,Social Media,Closed,Medium,Oluwatosin A.,Billing,2024-07-08 12:23:00,2024-07-10 16:23:00,52.0,False,3.0,billing,2024-07,Monday
TKT-0239,Account suspended incorrectly,Question,Portal,Pending,Urgent,Emeka C.,Technical Support,2024-02-13 21:22:00,,,False,,upgrade,2024-02,Tuesday
TKT-0240,App crashing on mobile,Problem,Portal,Open,Medium,Oluwatosin A.,IT Helpdesk,2025-04-07 22:02:00,,,True,,mobile,2025-04,Monday
TKT-0241,Data export failing,Feature Request,Chat,Resolved,High,Kelechi E.,IT Helpdesk,2025-02-25 20:09:00,2025-02-26 02:09:00,6.0,False,4.0,login,2025-02,Tuesday
TKT-0242,Report download failing,Problem,Social Media,Open,Urgent,Oluwatosin A.,Customer Success,2025-02-06 22:39:00,,,True,,api,2025-02,Thursday
TKT-0243,App crashing on mobile,Incident,Email,Closed,Urgent,Fatima D.,Customer Success,2025-03-25 13:16:00,2025-03-25 17:16:00,4.0,False,4.0,mobile,2025-03,Tuesday
TKT-0244,API rate limit exceeded,Incident,Email,Resolved,High,Chisom B.,Billing,2024-01-26 23:30:00,2024-01-27 13:30:00,14.0,False,3.0,email,2024-01,Friday
TKT-0245,Integration not working,Question,Portal,Resolved,High,Fatima D.,Customer Success,2025-05-13 23:28:00,2025-05-14 22:28:00,23.0,False,2.0,login,2025-05,Tuesday
TKT-0246,Request for account upgrade,Question,Email,Closed,High,Chisom B.,Technical Support,2024-09-20 05:04:00,2024-09-21 01:04:00,20.0,False,2.0,report,2024-09,Friday
TKT-0247,Feature not available on plan,Problem,Phone,Resolved,Medium,Emeka C.,IT Helpdesk,2024-01-26 11:45:00,2024-01-28 19:45:00,56.0,False,1.0,report,2024-01,Friday
TKT-0248,Email notifications not working,Problem,Portal,Resolved,High,Oluwatosin A.,Billing,2024-03-31 15:37:00,2024-04-01 03:37:00,12.0,False,1.0,mobile,2024-03,Sunday
TKT-0249,API rate limit exceeded,Problem,Portal,Pending,Medium,Chisom B.,Billing,2025-03-14 07:41:00,,,True,,login,2025-03,Friday
TKT-0250,Request for account upgrade,Incident,Chat,Resolved,High,Kelechi E.,IT Helpdesk,2024-04-24 08:38:00,2024-04-25 00:38:00,16.0,False,3.0,billing,2024-04,Wednesday
TKT-0251,Email notifications not working,Feature Request,Chat,Resolved,High,Emeka C.,Customer Success,2024-01-04 16:42:00,2024-01-04 23:42:00,7.0,False,3.0,mobile,2024-01,Thursday
TKT-0252,Feature not available on plan,Incident,Chat,Open,Medium,Emeka C.,IT Helpdesk,2024-03-17 16:48:00,,,True,,upgrade,2024-03,Sunday
TKT-0253,Data export failing,Feature Request,Phone,Resolved,Medium,Kelechi E.,Billing,2024-07-17 23:02:00,2024-07-20 15:02:00,64.0,False,3.0,email,2024-07,Wednesday
TKT-0254,Request for account upgrade,Feature Request,Portal,Pending,High,Emeka C.,Customer Success,2024-02-19 15:08:00,,,False,,email,2024-02,Monday
TKT-0255,Billing charge incorrect,Incident,Phone,Closed,Low,Kelechi E.,Technical Support,2024-10-26 09:29:00,2024-11-01 11:29:00,146.0,False,5.0,upgrade,2024-10,Saturday
TKT-0256,App crashing on mobile,Feature Request,Phone,Pending,Low,Oluwatosin A.,IT Helpdesk,2024-09-28 09:26:00,,,False,,api,2024-09,Saturday
TKT-0257,Integration not working,Problem,Phone,Open,Low,Kelechi E.,IT Helpdesk,2024-11-19 05:20:00,,,True,,upgrade,2024-11,Tuesday
TKT-0258,Cannot login to account,Feature Request,Social Media,Open,Urgent,Chisom B.,Technical Support,2024-07-25 13:30:00,,,False,,login,2024-07,Thursday
TKT-0259,Account suspended incorrectly,Feature Request,Phone,Resolved,Medium,Oluwatosin A.,Technical Support,2024-11-16 23:15:00,2024-11-18 05:15:00,30.0,False,5.0,email,2024-11,Saturday
TKT-0260,App crashing on mobile,Incident,Email,Closed,High,Chisom B.,Billing,2025-04-30 09:29:00,2025-04-30 23:29:00,14.0,False,2.0,bug,2025-04,Wednesday
TKT-0261,Two factor authentication issue,Problem,Social Media,Open,Medium,Oluwatosin A.,Technical Support,2024-04-18 23:01:00,,,False,,login,2024-04,Thursday
TKT-0262,Invoice not generated,Question,Phone,Closed,Urgent,Oluwatosin A.,Customer Success,2024-01-25 22:07:00,2024-01-26 02:07:00,4.0,False,4.0,upgrade,2024-01,Thursday
TKT-0263,Email notifications not working,Problem,Email,Pending,High,Fatima D.,Billing,2024-12-04 03:42:00,,,True,,mobile,2024-12,Wednesday
TKT-0264,Integration not working,Question,Portal,Resolved,Medium,Emeka C.,Billing,2025-02-02 08:53:00,2025-02-03 18:53:00,34.0,False,5.0,login,2025-02,Sunday
TKT-0265,Report download failing,Feature Request,Phone,Closed,Low,Fatima D.,Customer Success,2024-01-07 21:05:00,2024-01-11 06:05:00,81.0,False,1.0,email,2024-01,Sunday
TKT-0266,Invoice not generated,Problem,Email,Open,Medium,Oluwatosin A.,Technical Support,2024-08-25 01:06:00,,,False,,bug,2024-08,Sunday
TKT-0267,Password reset not received,Feature Request,Phone,Resolved,High,Oluwatosin A.,IT Helpdesk,2024-12-05 20:10:00,2024-12-06 19:10:00,23.0,False,1.0,upgrade,2024-12,Thursday
TKT-0268,Invoice not generated,Problem,Phone,Closed,Urgent,Oluwatosin A.,IT Helpdesk,2025-05-07 14:17:00,2025-05-07 18:17:00,4.0,False,2.0,report,2025-05,Wednesday
TKT-0269,Integration not working,Incident,Email,Pending,Urgent,Fatima D.,IT Helpdesk,2025-02-14 18:43:00,,,True,,login,2025-02,Friday
TKT-0270,Slow loading dashboard,Question,Portal,Open,High,Emeka C.,IT Helpdesk,2024-02-02 08:41:00,,,True,,bug,2024-02,Friday
TKT-0271,Billing charge incorrect,Incident,Chat,Open,Low,Chisom B.,Customer Success,2025-03-05 17:57:00,,,True,,email,2025-03,Wednesday
TKT-0272,Integration not working,Problem,Portal,Closed,Urgent,Fatima D.,Customer Success,2024-01-26 16:14:00,2024-01-26 18:14:00,2.0,False,5.0,billing,2024-01,Friday
TKT-0273,API rate limit exceeded,Problem,Social Media,Open,Low,Kelechi E.,Customer Success,2024-09-11 23:41:00,,,True,,mobile,2024-09,Wednesday
TKT-0274,Two factor authentication issue,Incident,Chat,Resolved,High,Fatima D.,Technical Support,2024-12-01 21:29:00,2024-12-02 08:29:00,11.0,False,5.0,billing,2024-12,Sunday
TKT-0275,Password reset not received,Problem,Email,Resolved,Low,Chisom B.,IT Helpdesk,2025-01-23 21:14:00,2025-01-29 19:14:00,142.0,False,5.0,bug,2025-01,Thursday
TKT-0276,Report download failing,Incident,Phone,Open,Urgent,Fatima D.,Billing,2025-02-24 22:47:00,,,True,,api,2025-02,Monday
TKT-0277,Cannot login to account,Problem,Social Media,Closed,Low,Fatima D.,IT Helpdesk,2024-02-25 13:02:00,2024-02-29 06:02:00,89.0,False,4.0,bug,2024-02,Sunday
TKT-0278,Slow loading dashboard,Question,Chat,Open,Medium,Fatima D.,Customer Success,2024-12-20 18:11:00,,,False,,email,2024-12,Friday
TKT-0279,Request for account upgrade,Feature Request,Chat,Resolved,Urgent,Chisom B.,Billing,2024-08-19 04:08:00,2024-08-19 07:08:00,3.0,False,2.0,api,2024-08,Monday
TKT-0280,Data export failing,Problem,Email,Closed,High,Fatima D.,Billing,2024-12-29 03:48:00,2024-12-30 00:48:00,21.0,False,1.0,login,2024-12,Sunday
TKT-0281,Request for account upgrade,Problem,Chat,Pending,High,Fatima D.,Technical Support,2024-12-09 01:12:00,,,False,,mobile,2024-12,Monday
TKT-0282,Two factor authentication issue,Feature Request,Social Media,Pending,Urgent,Oluwatosin A.,Technical Support,2025-01-15 20:35:00,,,False,,email,2025-01,Wednesday
TKT-0283,Two factor authentication issue,Question,Chat,Pending,Urgent,Fatima D.,Billing,2024-04-13 19:55:00,,,True,,billing,2024-04,Saturday
TKT-0284,App crashing on mobile,Question,Social Media,Closed,Low,Emeka C.,Technical Support,2024-04-05 05:47:00,2024-04-11 04:47:00,143.0,False,3.0,api,2024-04,Friday
TKT-0285,Integration not working,Feature Request,Email,Open,Medium,Emeka C.,Billing,2024-08-26 22:59:00,,,False,,bug,2024-08,Monday
TKT-0286,Feature not available on plan,Feature Request,Chat,Closed,Medium,Emeka C.,Customer Success,2024-09-23 02:50:00,2024-09-25 00:50:00,46.0,False,2.0,mobile,2024-09,Monday
TKT-0287,Cannot login to account,Feature Request,Portal,Open,Urgent,Oluwatosin A.,IT Helpdesk,2025-05-01 19:33:00,,,True,,email,2025-05,Thursday
TKT-0288,Password reset not received,Problem,Email,Resolved,Low,Chisom B.,Technical Support,2024-10-03 23:18:00,2024-10-08 12:18:00,109.0,False,2.0,billing,2024-10,Thursday
TKT-0289,Feature not available on plan,Problem,Phone,Closed,Medium,Oluwatosin A.,IT Helpdesk,2024-04-17 21:40:00,2024-04-20 07:40:00,58.0,False,4.0,api,2024-04,Wednesday
TKT-0290,Report download failing,Feature Request,Portal,Pending,Low,Fatima D.,IT Helpdesk,2024-01-20 02:04:00,,,True,,upgrade,2024-01,Saturday
TKT-0291,Two factor authentication issue,Problem,Email,Open,Urgent,Emeka C.,Technical Support,2024-08-09 10:01:00,,,True,,email,2024-08,Friday
TKT-0292,Integration not working,Question,Social Media,Resolved,Low,Chisom B.,Billing,2025-02-06 21:19:00,2025-02-13 09:19:00,156.0,False,1.0,upgrade,2025-02,Thursday
TKT-0293,Billing charge incorrect,Problem,Email,Resolved,Medium,Kelechi E.,IT Helpdesk,2025-02-11 17:18:00,2025-02-14 04:18:00,59.0,False,2.0,billing,2025-02,Tuesday
TKT-0294,App crashing on mobile,Question,Social Media,Pending,High,Emeka C.,Billing,2024-06-05 06:47:00,,,True,,billing,2024-06,Wednesday
TKT-0295,Billing charge incorrect,Question,Social Media,Closed,Low,Fatima D.,Customer Success,2024-04-02 21:51:00,2024-04-06 05:51:00,80.0,False,3.0,api,2024-04,Tuesday
TKT-0296,Integration not working,Incident,Chat,Open,Medium,Kelechi E.,Customer Success,2024-03-06 21:41:00,,,False,,bug,2024-03,Wednesday
TKT-0297,Invoice not generated,Incident,Chat,Closed,High,Emeka C.,Billing,2024-10-16 18:23:00,2024-10-16 22:23:00,4.0,False,2.0,api,2024-10,Wednesday
TKT-0298,Feature not available on plan,Problem,Chat,Resolved,Urgent,Chisom B.,Billing,2025-03-25 15:29:00,2025-03-25 18:29:00,3.0,False,2.0,email,2025-03,Tuesday
TKT-0299,Report download failing,Problem,Social Media,Open,Low,Emeka C.,IT Helpdesk,2025-01-10 20:04:00,,,True,,bug,2025-01,Friday
TKT-0300,Password reset not received,Problem,Phone,Pending,High,Kelechi E.,Billing,2024-07-06 12:14:00,,,False,,bug,2024-07,Saturday
TKT-0301,Billing charge incorrect,Feature Request,Chat,Closed,Medium,Chisom B.,Technical Support,2024-08-16 05:11:00,2024-08-17 19:11:00,38.0,False,2.0,mobile,2024-08,Friday
TKT-0302,Invoice not generated,Feature Request,Chat,Closed,Urgent,Kelechi E.,Billing,2024-09-22 11:24:00,2024-09-22 12:24:00,1.0,False,1.0,upgrade,2024-09,Sunday
TKT-0303,API rate limit exceeded,Feature Request,Portal,Resolved,Low,Fatima D.,Technical Support,2024-11-30 12:23:00,2024-12-05 15:23:00,123.0,False,3.0,bug,2024-11,Saturday
TKT-0304,Account suspended incorrectly,Problem,Phone,Resolved,Low,Fatima D.,Customer Success,2024-08-13 05:14:00,2024-08-17 01:14:00,92.0,False,3.0,billing,2024-08,Tuesday
TKT-0305,Cannot login to account,Question,Social Media,Pending,Urgent,Kelechi E.,Billing,2024-09-03 21:30:00,,,True,,bug,2024-09,Tuesday
TKT-0306,Account suspended incorrectly,Problem,Chat,Open,Medium,Oluwatosin A.,Billing,2024-11-18 16:02:00,,,False,,report,2024-11,Monday
TKT-0307,Account suspended incorrectly,Feature Request,Phone,Pending,Urgent,Emeka C.,IT Helpdesk,2024-11-06 15:55:00,,,True,,billing,2024-11,Wednesday
TKT-0308,API rate limit exceeded,Question,Social Media,Open,Medium,Oluwatosin A.,Billing,2024-04-27 12:24:00,,,False,,report,2024-04,Saturday
TKT-0309,Report download failing,Incident,Social Media,Open,Low,Fatima D.,Customer Success,2025-04-06 19:38:00,,,True,,login,2025-04,Sunday
TKT-0310,Billing charge incorrect,Incident,Phone,Closed,Medium,Emeka C.,IT Helpdesk,2024-12-23 16:27:00,2024-12-26 05:27:00,61.0,False,5.0,mobile,2024-12,Monday
TKT-0311,Account suspended incorrectly,Problem,Social Media,Resolved,Urgent,Oluwatosin A.,IT Helpdesk,2025-04-10 02:18:00,2025-04-10 04:18:00,2.0,False,1.0,mobile,2025-04,Thursday
TKT-0312,Email notifications not working,Incident,Social Media,Open,High,Emeka C.,Customer Success,2024-12-18 10:26:00,,,False,,upgrade,2024-12,Wednesday
TKT-0313,Email notifications not working,Feature Request,Portal,Pending,Urgent,Chisom B.,Technical Support,2025-01-21 06:26:00,,,False,,mobile,2025-01,Tuesday
TKT-0314,App crashing on mobile,Incident,Email,Pending,Low,Oluwatosin A.,Billing,2024-08-16 22:10:00,,,True,,report,2024-08,Friday
TKT-0315,Invoice not generated,Incident,Portal,Open,Low,Kelechi E.,Customer Success,2025-04-19 19:27:00,,,True,,login,2025-04,Saturday
TKT-0316,Request for account upgrade,Problem,Social Media,Closed,Urgent,Kelechi E.,Billing,2025-04-29 05:40:00,2025-04-29 06:40:00,1.0,False,3.0,bug,2025-04,Tuesday
TKT-0317,Feature not available on plan,Incident,Portal,Open,Medium,Kelechi E.,Billing,2024-12-11 01:23:00,,,False,,login,2024-12,Wednesday
TKT-0318,Request for account upgrade,Incident,Portal,Resolved,Low,Kelechi E.,Technical Support,2025-01-12 22:04:00,2025-01-17 02:04:00,100.0,False,5.0,email,2025-01,Sunday
TKT-0319,Report download failing,Feature Request,Portal,Open,Low,Fatima D.,IT Helpdesk,2024-03-30 13:32:00,,,False,,mobile,2024-03,Saturday
TKT-0320,Slow loading dashboard,Question,Phone,Closed,Urgent,Emeka C.,IT Helpdesk,2025-01-22 10:49:00,2025-01-22 11:49:00,1.0,False,1.0,api,2025-01,Wednesday
TKT-0321,Billing charge incorrect,Question,Portal,Pending,High,Emeka C.,Customer Success,2024-09-21 17:00:00,,,False,,mobile,2024-09,Saturday
TKT-0322,API rate limit exceeded,Feature Request,Phone,Pending,Medium,Chisom B.,Billing,2025-04-02 18:17:00,,,True,,mobile,2025-04,Wednesday
TKT-0323,Account suspended incorrectly,Problem,Social Media,Open,Medium,Oluwatosin A.,IT Helpdesk,2025-03-04 19:22:00,,,False,,api,2025-03,Tuesday
TKT-0324,Two factor authentication issue,Question,Email,Closed,High,Kelechi E.,IT Helpdesk,2024-11-13 10:31:00,2024-11-14 06:31:00,20.0,False,2.0,report,2024-11,Wednesday
TKT-0325,Integration not working,Feature Request,Email,Closed,High,Oluwatosin A.,Billing,2025-04-26 17:02:00,2025-04-27 11:02:00,18.0,False,5.0,upgrade,2025-04,Saturday
TKT-0326,Integration not working,Feature Request,Chat,Resolved,High,Chisom B.,IT Helpdesk,2024-10-24 03:20:00,2024-10-25 00:20:00,21.0,False,3.0,upgrade,2024-10,Thursday
